,District,White (Alone),Hispanic or Latino,Black,Asian,Native American,Pacific Islander,Dem,Rep,Total,Margin,Incumbency,pres_16,pres_20,State,Shift,rep_raise,rep_spend,dem_raise,dem_spend,dem_supported,dem_opposed,gop_supported,gop_opposed,dem_total_spent,gop_total_spent,spending_delta,Uncontested,WAR,WAR_raw,Democrat,Republican
417,WA-04,5.85260285066516,5.143377211221736,1.3281630753856228,1.8431245644260266,2.658454240245413,0.4681770992701984,70710.0,150619.0,226647.0,35.26,1.0,0.23358449946178683,0.1738451281074389,WA,0.03,2118033.0,2374470.0,772005.0,747197.0,624,0,1075694,0,747821.0,3450164.0,2.190911394240653,False,R +13.5,0.13476313141432952,Doug White,Dan Newhouse
418,WA-05,6.3597024829634226,3.0108516316811214,1.8701247644669132,2.242898759974703,2.4160443373631932,0.9068032460540518,127585.0,188648.0,317006.0,19.26,1.0,0.15317286652078765,0.10267899231383759,WA,0.03,6259956.0,6214619.0,367074.0,358920.0,624,0,0,0,359544.0,6214619.0,4.0741674794418055,False,R +3.7,0.036740944014355875,Natasha Hill,Cathy McMorris Rodgers
419,WA-06,6.2522970945804115,3.0744219141412654,2.5465890723387106,2.922914009909894,2.5573729262428637,1.2851794441911428,208710.0,138754.0,347873.0,-20.11,-1.0,-0.13033953997809422,-0.1774828872449915,WA,0.03,414951.0,415659.0,2600412.0,4384387.0,532,0,13881,8,4384927.0,429540.0,-3.3217728345074016,False,D +0.3,-0.002776323081513793,Derek Kilmer,Elizabeth Kreiselmaier
420,WA-07,6.033420403610636,3.2501308677270893,2.8025621714157913,4.259838773895941,1.786453062100826,0.8225302415050306,295998.0,49207.0,346647.0,-71.19,-1.0,-0.7669491525423728,-0.7701063489256542,WA,0.03,8019.0,21118.0,2693263.0,1988088.0,2702,0,0,0,1990790.0,21118.0,-6.006676602642946,False,R +4.2,0.0423036521581629,Pramila Jayapal,Cliff Moon
421,WA-08,6.205104749824122,3.2990547448238687,1.961831334803103,3.6128747664518266,2.0764145385454427,0.9673237327704293,179003.0,155976.0,336038.0,-6.85,-1.0,-0.03470715835141003,-0.06904353400328056,WA,0.03,2669495.0,2665158.0,9410198.0,10788701.0,1260452,8170776,394164,7346778,19395931.0,11230098.0,-0.787843033950641,False,D +0.3,-0.003469110926405894,Kim Schrier,Matt Larkin
422,WA-09,5.503834142388484,3.7328324207487737,3.8344358915735093,4.7911950530874226,1.9127672592129497,1.67540971805253,171746.0,67631.0,239848.0,-43.41,-1.0,-0.46794871794871795,-0.4617519053320721,WA,0.03,133962.0,133068.0,1381220.0,1356048.0,495,0,0,8,1356551.0,133068.0,-3.25576637672208,False,R +1.0,0.009784814482852844,Adam Smith,Doug Basler
423,WA-10,6.024938049586785,3.5499970802132235,3.3300879214160535,3.565157046251027,2.3250908017313634,1.8977747882791294,152544.0,114777.0,267748.0,-14.11,-1.0,-0.1434830230010954,-0.18264197853964925,WA,0.03,153586.0,179495.0,1879228.0,1415107.0,487,0,0,0,1415594.0,179495.0,-2.911331482836275,False,R +5.2,0.052055668044581144,Marilyn Strickland,Keith Swank
424,WI-01,6.308189049035129,3.4905214514562397,3.0167136451686294,1.7792709993972984,1.5523370813886366,0.15191509265894532,135825.0,162610.0,300867.0,8.9,1.0,0.028815368196371427,0.02036082474226797,WI,0.023,3578116.0,2431657.0,827463.0,786807.0,0,0,14478,0,786807.0,2446135.0,1.624087633020923,False,R +2.1,0.020868510098959014,Ann Roe,Bryan Steil
425,WI-02,6.375064469721765,2.736678887181388,2.499991365695493,2.757268056987621,1.3555173363155135,0.16186202140441863,268740.0,101890.0,378537.0,-44.08,-1.0,-0.4032085561497326,-0.42339867305869583,WI,0.023,68861.0,65075.0,1134480.0,969356.0,30,0,0,0,969386.0,65075.0,-3.7054730984490107,False,D +2.6,-0.025867533695802303,Mark Pocan,Erik Olsen
426,WI-03,6.522746818460654,1.870553172525963,1.4040607453469116,1.766622892390048,1.4594393024824743,0.14845923951561937,152977.0,164743.0,317922.0,3.7,0.0,0.04833512352309355,0.04759993516467409,WI,0.023,6238519.0,6093051.0,1883342.0,1834387.0,37359,789568,0,0,1871746.0,6882619.0,1.8729803656013086,False,D +2.7,-0.02722071629268405,Brad Pfaff,Derrick Van Orden
427,WI-04,5.586477563091777,4.031085679338645,5.020705427644937,2.631062166701763,1.6468864920394126,0.19482989027542896,191955.0,57660.0,255012.0,-52.66,-1.0,-0.5270413573700954,-0.53733191110901,WI,0.023,0.0,0.0,1169490.0,1168161.0,18,0,0,8,1168187.0,0.0,-6.880424729419897,False,R +0.9,0.009176746914427714,Gwen Moore,Tim Rogers
428,WI-05,6.48160904049462,2.5171700629835962,1.5578837624735398,2.0350648421940023,1.2114630371737805,0.124794406943248,134581.0,243741.0,378523.0,28.84,1.0,0.2877005347593584,0.23213257238598883,WI,0.023,992086.0,777337.0,145774.0,82738.0,0,0,336838,0,82738.0,1114175.0,3.5995622130438387,False,R +0.9,0.008897708037322927,Mike Van Someren,Scott Fitzgerald
429,WI-06,6.484253216020752,2.3902976367111854,1.8253146674194893,1.8410150244311205,1.388653109453847,0.13032533860860857,0.0,239231.0,251999.0,94.93,1.0,0.1836734693877553,0.15924965223194976,WI,0.023,1237191.0,956913.0,0.0,0.0,0,0,1400,0,0.0,958313.0,6.597401558252572,True,,,None,Glenn Grothman
430,WI-07,6.530395860754861,1.5568203276805312,0.9979299359832975,1.413258717552977,2.0829172146056147,0.14285849947171192,128877.0,209224.0,338268.0,23.75,1.0,0.2157279489904358,0.20268831290577682,WI,0.023,1174851.0,943504.0,80373.0,87350.0,0,0,1742,8,87358.0,945246.0,3.29450087488908,False,R +0.9,0.009332738123404821,Richard Ausman,Tom Tiffany
431,WI-08,6.455599875898267,2.5425754057864096,1.5690999088921387,1.7404381711177899,2.257802412616302,0.13223542511447028,0.0,223981.0,308229.0,70.94,1.0,0.1817215727948991,0.15735817897240612,WI,0.023,3214351.0,1252669.0,0.0,0.0,0,0,154089,0,0.0,1406758.0,7.146449538703718,True,,,None,Mike Gallagher
432,WV-01,6.520105442574572,1.069765052703145,2.5238460728176637,0.9309627627268451,1.5863299307991956,0.09535254112260362,65428.0,151511.0,227196.0,37.89,1.0,0.45396825396825413,0.4154940875100266,WV,-0.045,1229550.0,1151468.0,0.0,0.0,0,0,1139,0,0.0,1152607.0,6.861219689879735,False,D +0.8,-0.00800858007541988,Lacy Watson,Carol Miller
433,WV-02,6.502967995136027,1.6678213042178462,2.3326293211915448,1.23899139684744,1.6094273763127116,0.12938933124008697,84278.0,160493.0,244771.0,31.14,1.0,0.4331550802139037,0.37686378185648883,WV,-0.045,4451299.0,5979895.0,27665.0,27628.0,0,0,815484,605872,633500.0,6795379.0,3.402663455884799,False,D +3.8,-0.0377706543574412,Barry Lee Wendell,Alex Mooney
434,WY-AL,6.406765413842544,3.269761456855669,1.228474715596139,1.3087855449093995,2.372012349937469,0.2970428576513709,47250.0,132206.0,193902.0,43.81,0.0,0.5138734739178692,0.449608687511702,WY,0.04,5666953.0,5237564.0,87300.0,87857.0,0,0,1550734,452554,540411.0,6788298.0,3.6265923952868335,False,R +0.5,0.004577964001223067,Lynnette Grey Bull,Harriet Hageman
