,District,White (Alone),Hispanic or Latino,Black,Asian,Native American,Pacific Islander,Dem,Rep,Total,Margin,Incumbency,pres_16,pres_20,State,Shift,rep_raise,rep_spend,dem_raise,dem_spend,dem_supported,dem_opposed,gop_supported,gop_opposed,dem_total_spent,gop_total_spent,spending_delta,Uncontested,WAR,WAR_raw,Democrat,Republican
205,MI-08,6.271119973206498,2.4437065374875315,4.013667235488506,1.313256239604554,1.7276497443155916,0.11298794038607574,178322.0,143850.0,335829.0,-10.26,-1.0,-0.011591148577450028,-0.020597899757045512,MI,0.004,3097853.0,3006394.0,5578652.0,6330008.0,2062042,2917986,51094,3734121,12126171.0,5975474.0,-1.01977591226273,False,D +5.4,-0.05371338147586599,Dan Kildee,Paul Junge
206,MI-09,6.501331752639653,2.050516204423056,1.8982305661916279,1.4117496075110159,1.5992054976829109,0.08472313093268743,123702.0,238300.0,372922.0,30.73,1.0,0.34878819810326656,0.29883313503542075,MI,0.004,1247196.0,379028.0,54604.0,45203.0,1318,0,132,0,46521.0,379160.0,2.7835045336788626,False,R +0.6,0.0055064625628069575,Brian Jaye,Lisa McClain
207,MI-10,6.261661297823397,1.829852857329451,3.8165567071518853,2.898471725355007,1.4137402229948037,0.1180741692975109,157602.0,159202.0,326237.0,0.49,0.0,0.05549738219895284,0.00992111206990054,MI,0.004,6874474.0,5880496.0,1049817.0,1019807.0,17119,1428319,979117,155,1037081.0,8287932.0,2.9863787841802263,False,D +2.6,-0.025962643505018347,Carl Marlinga,John James
208,MI-11,6.167183110090801,2.4502848513994997,3.8693391738720706,3.3405363783340496,1.338936850022352,0.11290263230317049,224537.0,141642.0,366179.0,-22.64,-1.0,-0.1425576519916143,-0.2010023150584026,MI,0.004,509645.0,498608.0,5525231.0,5588800.0,6798707,821640,1065,0,12387507.0,1321313.0,-3.2191283370855013,False,D +0.3,-0.0028360261641412476,Haley Stevens,Mark Ambrose
209,MI-12,5.598721098309672,1.9463560730290463,5.545331329906359,1.8527697964970353,1.3742443148487375,0.1170939213239449,196643.0,72888.0,277577.0,-44.58,-1.0,-0.48962655601659755,-0.49101918308756365,MI,0.004,249807.0,243855.0,3217336.0,3312399.0,54723,140833,0,0,3367122.0,384688.0,-3.097009736618331,False,R +5.0,0.049501171777871944,Rashida Tlaib,Steve Elliott
210,MI-13,5.341532185146743,3.2882396790551325,5.5805849683241515,2.1615881509561907,1.631293200060389,0.1603919075530537,166650.0,56187.0,234444.0,-47.12,0.0,-0.53099173553719,-0.5014497748095685,MI,0.004,94785.0,104534.0,6301954.0,6031135.0,2650,2188282,0,0,6033785.0,2292816.0,-1.392053198097312,False,D +1.9,-0.019211477401788024,Shri Thanedar,Martell Bivings
211,MN-01,6.43578417959243,2.7430628949280087,2.220259700015172,2.075804591257009,1.2783906111175256,0.2011710082029589,125457.0,159621.0,296547.0,11.52,1.0,0.15291529152915273,0.09405457705281806,MN,0.051,1477041.0,1474945.0,2564569.0,2499732.0,7780,0,2415304,124000,2631512.0,3890249.0,0.5622022677078241,False,D +2.8,-0.028383436518090444,Jeff Ettinger,Brad Finstad
212,MN-02,6.322294974326305,2.879257624196624,2.8357111782277538,2.8436178802960494,1.465764548161802,0.19272222772512101,165583.0,148576.0,325472.0,-5.23,-1.0,0.01098901098901095,-0.07329380169102184,MN,0.051,3295505.0,3194432.0,7715155.0,8631675.0,496393,9111020,973038,8176643,17304711.0,13278490.0,-0.38182113034539217,False,D +0.6,-0.005704561982643873,Angie Craig,Tyler Kistner
213,MN-03,6.262165055751316,2.414734533429985,3.333262608176738,3.304701093038705,1.3394255550906307,0.15856501813486196,198883.0,134797.0,333921.0,-19.19,-1.0,-0.12061403508771928,-0.2139736350937328,MN,0.051,677223.0,664226.0,2207832.0,2150072.0,322,0,13077,0,2150394.0,677303.0,-1.6522762849616404,False,D +0.2,-0.001782791137083517,Dean Phillips,Tom Weiler
214,MN-04,6.106217359172371,2.8557175354683992,3.5895595204010955,3.7865787016684465,1.6183613452025665,0.21729953181140454,200055.0,95493.0,295973.0,-35.33,-1.0,-0.3413830954994511,-0.3839702178348242,MN,0.051,132898.0,132802.0,2080274.0,1957877.0,298650,0,0,0,2256527.0,132802.0,-3.9883952572780483,False,R +1.1,0.010994677202311898,Betty McCollum,May Lor Xiong
215,MN-05,6.052781561954313,3.25618295591941,4.133025810760468,3.020105505748568,1.9274074607449647,0.21216272388228075,214224.0,70702.0,288206.0,-49.8,-1.0,-0.6039387308533917,-0.6441311364022422,MN,0.051,3157303.0,3118431.0,3022204.0,3037836.0,17035,130592,0,0,3054871.0,3249023.0,0.08861318132950477,False,R +7.8,0.0781486149080951,Illhan Omar,Cicely Davis
216,MN-06,6.456290565665141,2.014584392571911,2.413412392223951,2.1679065615136794,1.3820950419489701,0.15424715050521146,120852.0,198145.0,319767.0,24.17,1.0,0.25958378970427165,0.18039008336339424,MN,0.051,4319990.0,4107949.0,154317.0,155749.0,0,0,0,0,155749.0,4107949.0,4.634853891200664,False,D +1.2,-0.01153030605845723,Jeanne Hendricks,Tom Emmer
217,MN-07,6.517909650590801,2.337279624217835,1.39084004972419,1.0706571826139406,1.6265295054688724,0.21833219678287252,84455.0,204766.0,305866.0,39.33,1.0,0.3664864864864865,0.3383210185378207,MN,0.051,1650194.0,1672903.0,31054.0,27945.0,0,0,13463,3811,31756.0,1686366.0,5.34432014629012,False,R +1.5,0.01509903201963353,Jill Abahsain,Michelle Fischbach
218,MN-08,6.496082834106472,1.3125656542244892,1.3816868186454616,1.1200560257487988,2.7221350135858735,0.14214369867139642,141009.0,188755.0,330080.0,14.46,1.0,0.13943355119825696,0.11536419634870332,MN,0.051,2444594.0,1938517.0,686832.0,631906.0,111,0,0,3819,635836.0,1938517.0,1.5931367518879667,False,R +0.1,0.001203113010880108,Jennifer Schultz,Pete Stauber
219,MO-01,5.500113586674909,2.3182245338749965,5.535711210596855,2.522011305495534,1.4756490802292128,0.15133936115430888,160999.0,53767.0,220958.0,-48.53,-1.0,-0.5636743215031317,-0.5932677938540993,MO,0.054000000000000006,49110.0,35266.0,2347934.0,2422849.0,92826,170602,0,0,2515675.0,205868.0,-3.5484477062450477,False,R +6.6,0.06645730261684257,Cori Bush,Andrew Jones
220,MO-02,6.4432327764681885,1.8719268943901661,2.2239700558574267,2.605262062331687,1.503587345886825,0.1249737842971688,135639.0,173035.0,315160.0,11.87,1.0,0.17350157728706628,0.07881520057080915,MO,0.054000000000000006,4626675.0,3198644.0,890523.0,890523.0,2010,0,162858,8,892541.0,3361502.0,1.9013270771433535,False,D +1.9,-0.018967054416108214,Trish Gunby,Ann Wagner
221,MO-03,6.447072535180241,1.9170525739105202,2.6439292273931576,1.7948597840349918,1.7954820200808075,0.18507928232749318,96465.0,180358.0,277054.0,30.28,1.0,0.3256059009483665,0.2682220830809974,MO,0.054000000000000006,2549900.0,2934039.0,27114.0,13109.0,0,0,0,0,13109.0,2934039.0,6.993198141683104,False,D +4.6,-0.045928520877935364,Bethany Mann,Blaine Luetkemeyer
222,MO-04,6.429088104282192,2.3314043493846395,2.5872163752970856,1.4027886942162617,2.1079574835916097,0.3926588452372491,66671.0,181023.0,253885.0,45.04,0.0,0.43881856540084385,0.4013642490503355,MO,0.054000000000000006,1024164.0,934386.0,0.0,0.0,0,0,592075,692826,692826.0,1526461.0,1.1283716796594083,False,R +5.3,0.05333612254803777,Jack Truman,Mark Alford
223,MO-05,5.97443300233196,3.3922768270546504,4.551429697780175,2.056616664697214,2.0496919116592762,0.5224580846960442,139882.0,83794.0,229506.0,-24.44,-1.0,-0.21564482029598298,-0.2683763071881158,MO,0.054000000000000006,37587.0,36387.0,1210592.0,1163764.0,12518,0,0,0,1176282.0,36387.0,-4.676582648930111,False,R +1.9,0.01893981511725462,Emanuel Cleaver,Jacob Turk
224,MO-06,6.472636864479525,2.059638515414549,2.3765583390863863,1.2955539734977985,1.85786302464727,0.3435928226261944,71939.0,184070.0,261754.0,42.84,1.0,0.40358271865121176,0.37756110699616197,MO,0.054000000000000006,2362618.0,1819198.0,141892.0,135956.0,0,0,0,0,135956.0,1819198.0,3.647605822968782,False,R +1.5,0.015174778544104817,Henry Martin,Sam Graves
225,MO-07,6.4266285868365784,2.576029406074298,1.8630987596628896,1.5424777218834727,2.47628013175085,0.5333308351338412,67082.0,177957.0,251032.0,44.17,0.0,0.47789473684210537,0.42167509170618245,MO,0.054000000000000006,1065173.0,853761.0,17751.0,18243.0,0,0,691298,682336,700579.0,1545059.0,1.1299023603091958,False,R +2.6,0.026141627856909655,Kristen Radaker-Sheafer,Eric Burlison
226,MO-08,6.480251167368129,1.5553607600919583,2.512785439649286,1.096058473480553,2.01771348776905,0.13687562809482604,53661.0,186259.0,245095.0,54.1,1.0,0.528066528066528,0.5209267956527395,MO,0.054000000000000006,3182543.0,4093429.0,44952.0,34614.0,2000,0,0,0,36614.0,4093429.0,6.459922863429417,False,D +2.0,-0.0198597869899787,Randi McCallian,Jason Smith
227,MS-01,6.086116421936543,2.0402047815259343,4.810016709952481,1.175753418099791,1.3570982657971584,0.11569405939945838,45238.0,122151.0,167389.0,45.95,1.0,0.34560327198364016,0.32161690377281604,MS,0.121,1096794.0,942740.0,34065.0,26815.0,0,0,902,0,26815.0,943642.0,4.695082169295827,False,R +2.7,0.027486294536628098,Dianne Black,Trent Kelly
228,MS-02,5.143451965805338,1.626230655939491,5.980599447086403,0.814996926351339,1.0471477869154637,0.08619833495373468,108285.0,71884.0,180169.0,-20.2,-1.0,-0.26241134751773043,-0.2640019431329983,MS,0.121,49488.0,49928.0,1489170.0,1243266.0,8,0,0,8,1243282.0,49928.0,-4.386337033541062,False,R +2.4,0.02377287243431539,Bennie Thompson,Brain Flowers
229,MS-03,5.968663123114574,1.7564206370697835,5.068201997679247,1.3031120539476357,1.5967355665063099,0.10574140730646563,54803.0,132481.0,187284.0,41.48,1.0,0.28163265306122454,0.2463553727983281,MS,0.121,1343443.0,1567469.0,76786.0,76413.0,0,0,22126,0,76413.0,1589595.0,4.210314498248741,False,R +6.1,0.06102883071156373,Shuwaski Young,Michael Guest
230,MS-04,6.113559686090114,2.4547181535674327,4.564597061530564,1.707232068285265,1.6851965429643057,0.22408674544135354,42876.0,127813.0,174258.0,48.74,0.0,0.4241803278688525,0.3856100974218204,MS,0.121,1011583.0,1010572.0,147220.0,146395.0,0,0,56195,37399,183794.0,1066767.0,2.4741102913393127,False,R +3.8,0.037510061496990654,Johnny DuPree,Mike Ezell
231,MT-01,6.455082813813065,2.193132862331378,0.7821073653455656,1.2987252922479313,2.8987925502483467,0.28730639449588574,115265.0,123102.0,247960.0,3.16,0.0,0.12798264642082424,0.0705495032500989,MT,0.022000000000000002,6554392.0,6343353.0,3037036.0,3037036.0,9500,939180,61632,708030,3754566.0,7344165.0,0.9660779929774639,False,D +3.2,-0.03166211926650317,Monica Tranel,Ryan Zinke
232,MT-02,6.416006221273913,2.157482377926965,1.0259855345487072,1.1730998744708976,3.3426483925269537,0.31382966646368077,0.0,121979.0,215672.0,36.4,1.0,0.31965442764578844,0.27537153926986013,MT,0.022000000000000002,2213147.0,1200692.0,175488.0,175463.0,0,0,2112,1258,176721.0,1202804.0,2.6993903190771187,True,,,None,Matt Rosendale
233,NC-01,5.674492712218402,2.778955798048803,5.40028097346304,1.1813928654108379,1.6645136629131265,0.178635655473071,134996.0,122780.0,257776.0,-4.74,0.0,-0.10061601642710483,-0.07368779049994334,NC,0.03,1566253.0,1563233.0,1837315.0,1809158.0,2715162,2589,41633,5578376,10102696.0,1607455.0,-2.6443701846614545,False,R +2.9,0.02871537113960615,Don Davis,Sandy Smith
234,NC-02,5.933453033020683,3.3667769053663084,4.261323215153397,3.5981440045824273,1.4437856781238516,0.20319630056883728,190714.0,104155.0,294869.0,-29.36,-1.0,-0.23305084745762705,-0.2923170192117299,NC,0.03,149335.0,135188.0,2105956.0,2039803.0,1924,0,0,0,2041727.0,135188.0,-3.8208446581539177,False,D +0.7,-0.0067104940510157585,Deborah Ross,Christine Villaverde
235,NC-03,6.095876757266858,3.370002048395756,4.313870110711038,1.6760159388411522,1.7937098790391892,0.4176060361531179,82378.0,166520.0,248898.0,33.81,1.0,0.26990692864529486,0.25701225157601204,NC,0.03,1938704.0,1375789.0,93334.0,92079.0,0,0,1229,0,92079.0,1377018.0,3.7642285040562555,False,R +3.1,0.03070891448349461,Barbara Gaskins,Greg Murphy
236,NC-04,5.823876383830977,3.5743736924182166,4.788516646658717,2.668654686462133,1.6588050337784361,0.1549314805539348,194983.0,96442.0,291425.0,-33.81,0.0,-0.35416666666666663,-0.35500540047464035,NC,0.03,381188.0,372936.0,1243298.0,1073705.0,3458458,0,36000,0,4532163.0,408936.0,-3.438577711222986,False,D +0.8,-0.007570087649389545,Valerie Foushee,Courtney Geels
237,NC-05,6.260843760627124,3.193785677437802,3.7563680139078626,1.4820876807458592,1.6453357544773075,0.1634478295040619,102269.0,175279.0,277548.0,26.31,1.0,0.23461939520333686,0.21546734081720698,NC,0.03,2193709.0,1924088.0,32452.0,23355.0,0,1970,3861,90865,114220.0,1929919.0,3.965027036908721,False,D +0.7,-0.006888292622467651,Kyle Parrish,Virginia Foxx
238,NC-06,5.799401462217307,3.1627326132390015,5.029023394041921,2.416205557440357,1.6405946712820276,0.16842423517535912,139553.0,116635.0,258998.0,-8.85,-1.0,-0.1090342679127726,-0.12552749976096156,NC,0.03,911094.0,889576.0,3005598.0,3045649.0,24910,0,54060,0,3070559.0,943636.0,-1.6916815629006088,False,R +3.5,0.035158772383046405,Kathy Manning,Christian Castelli
239,NC-07,6.042220984963649,2.859056769162286,4.322794160121187,1.37690179031766,3.260421062660496,0.2666672444940276,120222.0,164047.0,284269.0,15.42,1.0,0.1339563862928348,0.12886138822659587,NC,0.03,1476608.0,1270176.0,294578.0,210077.0,0,0,0,0,210077.0,1270176.0,2.5402618833742454,False,D +0.4,-0.0035861549650822167,Charles Graham,David Rouzer
240,NC-08,6.203162190811376,3.199094009956165,3.952175679132472,1.7512260282293863,1.7537815027901376,0.14125755125497774,79192.0,183998.0,263190.0,39.82,1.0,0.3761658031088084,0.34472218431088786,NC,0.03,1888130.0,683611.0,96117.0,97412.0,0,0,2899,8,97420.0,686510.0,2.696881439568387,False,R +1.6,0.01566107106441872,Scott Huffman,Dan Bishop
241,NC-09,5.906382737507774,3.552077588676381,4.676370032867257,1.9150788959590026,2.2725531905903535,0.4663041873203734,101202.0,131453.0,232655.0,13.0,1.0,0.08506224066390033,0.08091547410921218,NC,0.03,3090918.0,1798421.0,129515.0,121121.0,0,0,16657,7697,128818.0,1815078.0,3.7166915691505085,False,D +1.0,-0.009560440538071369,Ben Clark,Richard Hudson
242,NC-10,6.31331511207953,2.8643119419834977,3.5252423773585817,1.772271055359785,1.7327226606136186,0.1476119251077555,73174.0,194681.0,268207.0,45.3,1.0,0.41554404145077717,0.3996513157223984,NC,0.03,3806435.0,3362350.0,188564.0,175541.0,0,0,168886,0,175541.0,3531236.0,4.254443065705592,False,R +1.1,0.010632175960864076,Pam Genant,Patrick McHenry
243,NC-11,6.420538509569735,2.8406028177581115,2.3253212941669394,1.1972258416572437,2.1765836077760863,0.28501333698240877,144165.0,174232.0,323912.0,9.28,0.0,0.15844700944386148,0.10297335504369287,NC,0.03,1559076.0,1446553.0,2305419.0,2278071.0,0,0,336934,0,2278071.0,1783487.0,-0.3513645323363078,False,D +0.9,-0.008588454144965313,Jasmine Beach-Ferrera,Chuck Edwards
244,NC-12,5.483672004253562,3.836027299537818,5.208033607820741,2.828139853329751,1.6058893762609847,0.1899858875981521,140494.0,83414.0,223908.0,-25.49,-1.0,-0.25678496868476,-0.30582856699261696,NC,0.03,209559.0,208612.0,946731.0,734159.0,3703,50000,0,0,737862.0,258612.0,-1.4772483225834856,False,R +2.8,0.02816301744130395,Alma Adams,Tyler Lee
245,NC-13,5.971882465011779,3.6105545502494483,4.5261743952822915,2.100804989117975,1.6753658604661965,0.2019409846927837,143090.0,134256.0,277346.0,-3.19,0.0,0.025104602510460206,-0.017241025535800425,NC,0.03,3262311.0,3255518.0,3563623.0,3573199.0,135054,6280754,2393972,5215784,8924037.0,11930244.0,0.4184481838747488,False,D +4.5,-0.045212409636904406,Wiley Nickel,Bo Hines
246,NC-14,5.939067991154569,3.6041498672042143,4.438499313193923,2.87624865785037,1.5481672317961588,0.16965017431996515,148738.0,109014.0,257752.0,-15.41,0.0,-0.10315789473684212,-0.1664333775673703,NC,0.03,851577.0,776003.0,5456067.0,5331241.0,84916,0,48565,0,5416157.0,824568.0,-2.700829281805234,False,D +1.0,-0.009580168503808495,Jeff Jackson,Pat Harrigan
247,ND-AL,6.416307298227586,2.2091722619973577,2.2008261128774422,1.683955774613833,2.781730580411908,0.2966865494339499,89371.0,148399.0,238586.0,62.2,1.0,0.3968957871396894,0.3443481684579326,ND,0.04,2061023.0,2048850.0,172945.0,157398.0,0,0,0,0,157398.0,2048850.0,3.6204845281135887,False,D +12.8,-0.12821337390140963,Cara Mund (I),Kelly Armstrong
248,NE-01,6.358930280624383,3.3170464261500423,2.3311331255917347,2.220361440929159,1.64714563369229,0.24026442146630606,93929.0,129236.0,223165.0,15.82,1.0,0.1957219251336899,0.11330374571481294,NE,0.079,2151055.0,2114208.0,1752081.0,1745624.0,0,0,109554,173173,1918797.0,2223762.0,0.21177416746924435,False,D +2.8,-0.028135946752306462,Patty Pansing Brooks,Mike Flood
249,NE-02,6.188113419810304,3.5348933716904813,3.523467182880223,2.570618086408772,1.7175564876927005,0.25132816529284224,106807.0,112663.0,219470.0,2.67,1.0,0.020148462354188768,-0.06459754522806427,NE,0.079,3842003.0,3879848.0,3400066.0,3315153.0,6771,5199538,1994488,3610160,6932084.0,11073874.0,0.6750214885028984,False,R +0.1,0.0006438255212066341,Tony Vargas,Don Bacon
250,NE-03,6.417391973281723,3.4579900079907957,1.3634220976574474,1.0441407294903433,1.9350705070892869,0.21745037952631643,34836.0,172700.0,220552.0,62.51,1.0,0.5654008438818565,0.5289618074574083,NE,0.079,1686458.0,1860109.0,0.0,0.0,0,0,0,0,0.0,1860109.0,7.546978550356391,False,R +4.0,0.04027640975751623,David Else,Adrian Smith
251,NH-01,6.492446819780926,2.177419466901355,1.6111918483349676,1.9865943901928813,1.3909192694942152,0.1522047627732293,167391.0,142229.0,309962.0,-8.12,-1.0,0.017130620985010614,-0.060244000806614184,NH,-0.025,3662628.0,3622266.0,5092939.0,5055821.0,308778,8953418,913886,9098833,14463432.0,13489570.0,-0.10049360620963442,False,R +1.8,0.01784055705871604,Chris Pappas,Karoline Leavitt
252,NH-02,6.4865120851377185,2.195171415385619,1.5009376099224523,2.0261158100685748,1.4971085669055795,0.14477908645697715,171636.0,135579.0,307584.0,-11.72,-1.0,-0.025751072961373356,-0.08981737953726676,NH,-0.025,321646.0,259328.0,4410214.0,5257131.0,335439,50000,165615,1760626,7353196.0,474943.0,-3.9244450163438067,False,R +3.9,0.03943921187981875,Annie Kuster,Robert Burns
253,NJ-01,6.001179693504616,3.7689850445161643,4.2360597029129,2.808022103204852,1.3935448930974699,0.2164816705381543,139559.0,78794.0,223884.0,-27.14,-1.0,-0.24095139607032057,-0.2476099811619169,NJ,0.063,22933.0,77831.0,2157426.0,3506896.0,18,0,0,8,3506922.0,77831.0,-5.323439298648032,False,D +4.5,-0.044583453025774544,Donald Norcross,Claire Gustafson
254,NJ-02,6.095541718393625,3.9801167231796764,3.7695280071028074,2.392441504259446,1.5677721546337666,0.2232082229705995,94522.0,139217.0,236484.0,18.9,1.0,0.0734229576008274,0.049816732281035225,NJ,0.063,3049391.0,2700941.0,501303.0,478957.0,324,0,0,0,479281.0,2700941.0,2.470058549662759,False,R +5.2,0.051747074514451624,Tim Alexander,Jeff Van Drew
255,NJ-03,6.063397465346304,3.432291154380192,3.924466820686419,3.3458478060252834,1.2389861470270647,0.18926717431925186,150498.0,118415.0,271376.0,-11.82,-1.0,-0.0984455958549223,-0.14183224607771672,NJ,0.063,4661471.0,4598422.0,6998836.0,7316852.0,139935,2427459,769510,52448,7509235.0,7795391.0,0.05388501286419026,False,D +2.8,-0.028039628672571898,Andy Kim,Bob Healey Jr.
256,NJ-04,6.37452714576486,3.3354143881663116,2.3839425597672728,2.0875939211624686,1.1010303342891086,0.11729764116702836,81233.0,173288.0,258962.0,35.55,1.0,0.28792569659442724,0.2272879087560551,NJ,0.063,1463427.0,1380315.0,42545.0,39233.0,0,0,251474,16258,55491.0,1631789.0,4.647828255905993,False,R +4.1,0.04091003165906626,Matthew Jenkins,Chris Smith
257,NJ-05,5.959025156016275,3.9922260659246676,3.0037284450223236,4.142966870143603,1.0422832155133885,0.17846361950432757,145559.0,117873.0,265943.0,-10.41,-1.0,-0.0796277145811789,-0.12557518391827938,NJ,0.063,967789.0,957917.0,8587500.0,3628349.0,152613,21301,16850,4366847,8147809.0,996068.0,-3.0194539094898785,False,D +1.7,-0.01730327192258016,Josh Gottheimer,Frank Pallotta
258,NJ-06,5.528512839695866,4.527167819182947,3.777986420968977,4.371452013869418,1.2850008964510677,0.20064523675080315,106238.0,75839.0,184919.0,-16.44,-1.0,-0.19628099173553715,-0.19498147046298175,NJ,0.063,296177.0,296177.0,3117894.0,3636749.0,18,0,0,0,3636767.0,296177.0,-3.5741802087995036,False,D +1.3,-0.012969423617702619,Frank Pallone,Sue Kiley
259,NJ-07,6.218449795782421,3.559176871239807,2.781819014700677,3.277463200619962,1.0363015327027008,0.13525482799465258,150701.0,159392.0,310093.0,2.8,-1.0,0.05833333333333335,-0.03919824180470466,NJ,0.063,4422365.0,4374668.0,8845866.0,8871022.0,657327,5962789,187970,1512171,11040520.0,10525427.0,-0.06886547189770874,False,R +2.0,0.020097018753841567,Tom Malinowski,Tom Kean Jr.
260,NJ-08,4.797380056691789,5.642407084053839,3.6066528203083053,3.8412035371800433,1.6933642599211787,0.2903681579999417,70837.0,23540.0,97192.0,-48.66,0.0,-0.5576131687242798,-0.45806554394261445,NJ,0.063,0.0,0.0,1725341.0,1362215.0,265126,0,0,0,1627341.0,0.0,-7.355211005036143,False,D +9.1,-0.09117734182761283,Rob Menendez,Marcos Arroyo
261,NJ-09,5.388481044501405,5.3241109043391575,3.5741405037072544,3.475642606401077,1.5424580273539494,0.21354439005663953,82115.0,65214.0,149492.0,-11.31,-1.0,-0.2464065708418891,-0.1910722364650882,NJ,0.063,305216.0,289588.0,1565983.0,1534228.0,18,0,0,8,1534254.0,289588.0,-2.365858324729396,False,R +2.8,0.027503410605490025,Bill Pascrell,Billy Prempeh
262,NJ-10,4.412537927793022,4.3972308780202525,5.747173021436515,3.0881268802328843,1.2987237501984303,0.2580121614421231,99613.0,25792.0,128362.0,-57.51,-1.0,-0.6673469387755102,-0.6255052013166484,NJ,0.063,0.0,0.0,1344279.0,1455864.0,70018,0,0,0,1525882.0,0.0,-7.262923569535454,False,R +0.6,0.006331419523426196,Donald Payne Jr.,David Pinckney
263,NJ-11,6.022111580201086,4.019343580590543,3.1379910270613878,3.7471083262695,1.0293753507408316,0.15024482042893816,161436.0,109952.0,273664.0,-18.81,-1.0,-0.11157024793388426,-0.1714733121145997,NJ,0.063,709054.0,678369.0,6185787.0,8549576.0,1138567,0,0,3991498,13679641.0,678369.0,-4.313758674798494,False,D +4.7,-0.047393763747164336,Mikie Sherrill,Paul DeGroot
264,NJ-12,5.477136435795009,4.335214002978091,4.221885545150475,4.354614959999203,1.2858724924405072,0.21107591959187097,125127.0,71175.0,198227.0,-27.22,-1.0,-0.3243801652892562,-0.34886959300782705,NJ,0.063,265383.0,256489.0,918998.0,938727.0,0,0,0,0,938727.0,256489.0,-1.8319170223116465,False,R +1.2,0.011935533780899454,Bonnie Watson Coleman,Darius Mayfield
265,NM-01,5.654964540915144,5.271122499624517,2.2200770158784366,2.2994330646575123,3.038790382581384,0.38946873261808257,156462.0,124151.0,280671.0,-11.51,-1.0,-0.09090909090909094,-0.14821780737079138,NM,0.006999999999999999,288232.0,298212.0,3503087.0,3501009.0,160087,97641,0,0,3661096.0,395853.0,-3.1771816589010626,False,R +5.5,0.0545016587921367,Melanie Stansbury,Michelle Garcia Holmes
266,NM-02,5.0980948682610565,5.836478359171517,1.93936390179913,1.5037801444954375,3.1581282853228037,0.33206656285236597,96986.0,95636.0,192673.0,-0.7,1.0,-0.06846240179573504,-0.059998920327911875,NM,0.006999999999999999,4351819.0,4262662.0,3634994.0,3569415.0,1240218,6152372,1841809,4957915,9767548.0,12256843.0,0.32721938557749536,False,R +1.7,0.017383424454047558,Gabe Vasquez,Yvette Herrell
267,NM-03,5.301710309662762,5.346836196046409,1.5688643647268816,1.4424989504226073,4.35743991477381,0.2612105298708688,134217.0,96565.0,230782.0,-16.31,-1.0,-0.1163310961968681,-0.1096951192530643,NM,0.006999999999999999,299306.0,293400.0,3091967.0,3192288.0,0,0,0,0,3192288.0,293400.0,-3.39981007277409,False,D +1.1,-0.011057096013109141,Teresa Leger Fernandez,Alexis Martinez Johnson
268,NV-01,5.489366209148642,5.052394488602545,3.671292145648439,3.511312019127556,1.9893051084699633,1.2787139971592911,115700.0,103115.0,224349.0,-5.61,-1.0,-0.1063829787234043,-0.08705454133264479,NV,0.057999999999999996,1229775.0,1015876.0,3360346.0,3513360.0,909137,8691105,464902,6866542,11289039.0,10171883.0,-0.1501956817050739,False,D +1.4,-0.01448793178244133,Dina Titus,Mark Robertson
269,NV-02,6.082662900114393,4.376888143849948,1.930537986110303,2.7987009316433067,2.4615614634267273,0.9227312059605433,117371.0,185467.0,310498.0,21.93,1.0,0.1450381679389312,0.11343174244578158,NV,0.057999999999999996,1173961.0,1184066.0,51183.0,49733.0,50783,0,1215467,80192,180708.0,2399533.0,3.6593162902151697,False,R +2.7,0.026622433411132157,Elizabeth Krause,Mark Amodei
270,NV-03,5.589415085870874,4.309496281852604,3.6174970455071342,4.448683571050262,1.7131832851433781,1.561278706350236,131086.0,121083.0,252169.0,-3.97,-1.0,-0.071049840933192,-0.06764616714762128,NV,0.057999999999999996,2417703.0,2310306.0,6253861.0,6207229.0,1554531,12545834,3074706,7717931,15479691.0,17930846.0,0.21193955764880423,False,D +1.8,-0.01756287515104841,Susie Lee,April Becker
271,NV-04,5.411523991946293,4.982211632679999,4.250729102513436,3.149738804251502,2.0650872505064344,1.3197420287729391,116617.0,105870.0,222487.0,-4.83,-1.0,-0.11158342189160464,-0.08453884374514775,NV,0.057999999999999996,1954207.0,1911785.0,4921600.0,5274440.0,1101329,942992,1329092,4692594,11068363.0,4183869.0,-1.4013910134393224,False,R +0.6,0.005545383435901385,Steven Horsford,Sam Peters
272,NY-01,6.235089937347004,3.851856726755112,2.7052187943045287,2.770993647792632,1.2113742349775882,0.12952804814194882,136899.0,173275.0,310472.0,11.72,0.0,0.08237747653806049,-0.00215879674243713,NY,0.124,1482303.0,1389858.0,2650023.0,2620549.0,164293,48374,184822,1022173,3807015.0,1623054.0,-1.2248723589161117,False,R +2.3,0.023292870557108936,Bridget Fleming,Nick LaLota
273,NY-02,5.918348870518118,4.691712815490093,3.6585774992117788,2.2862177282772924,1.5007815756880825,0.1537170149697245,95274.0,148765.0,244356.0,21.89,1.0,0.06860706860706878,0.015179648276442359,NY,0.124,3440029.0,3255026.0,1745788.0,1710293.0,180007,13124,289096,255963,2146263.0,3557246.0,0.7262775538442533,False,R +7.4,0.07420615558445684,Jackie Gordon,Andrew Garbarino
274,NY-03,5.889444563852057,3.785145685180195,2.4694596297573472,4.623473794818735,0.8697531148695024,0.17071269122469013,125404.0,145824.0,271331.0,7.53,0.0,-0.052849740932642386,-0.08252179670278104,NY,0.124,2953457.0,3035801.0,3148912.0,3130015.0,1287680,0,0,0,4417695.0,3035801.0,-0.5397341608747674,False,R +3.9,0.03922619930878361,Robert Zimmerman,George Santos
